"texto","area"
"TERMO DE RATIFICAÇÃO DE EXTRATO DE TERMO ADITIVO. Processo Administrativo nº 2023/00456. Reconheço e ratifico a contratação de SERVIÇOS DE LIMPEZA BRASIL S/A, inscrita no CNPJ sob nº 67.000.000/0001-00. Objeto: Registro de preços para aquisição de equipamentos para laboratório visando o projeto de inclusão digital. Valor Estimado: R$ 345.600,00, com base na Lei 14.133/2021.","Educação"
"EXTRATO DE CONTRATO. PROCESSO INSTRUTIVO: 112233/2023. PARTES: FUNDO MUNICIPAL DE SAÚDE e CONSTRUTORA ALPHA LTDA. OBJETO: Aquisição de lousas digitais para professores da rede pública. VALOR GLOBAL: R$ 210.000,00. FUNDAMENTO LEGAL: art. 24, inciso II, da Lei nº 8.666/93. ASSINATURA: 16/07/2026.","Educação"
"PREGÃO ELETRÔNICO. PROCESSO INSTRUTIVO: 2024/09812. PARTES: FUNDO MUNICIPAL DE SAÚDE e SERVIÇOS DE LIMPEZA BRASIL S/A. OBJETO: Prestação de serviços de manutenção em carteiras e cadeiras para a rede pública de ensino. VALOR GLOBAL: R$ 1.250.000,00. FUNDAMENTO LEGAL: art. 25, caput, da Lei 8.666/93. ASSINATURA: 16/05/2026.","Educação"
"DISPENSA DE LICITAÇÃO. PROCESSO INSTRUTIVO: 2024/09812. PARTES: FUNDO MUNICIPAL DE EDUCAÇÃO e ORGANIZAÇÃO SOCIAL ESPERANÇA. OBJETO: Locação de equipamentos para merenda escolar visando o projeto de inclusão digital. VALOR GLOBAL: R$ 210.000,00. FUNDAMENTO LEGAL: art. 75, inciso II, da Lei nº 14.133/21. ASSINATURA: 31/05/2026.","Educação"
"MUNICÍPIO - SECRETARIA DE ADMINISTRAÇÃO. TOMADA DE PREÇOS. Ref. Proc. 0012.0034/2024. PARTES: FUNDO MUNICIPAL DE EDUCAÇÃO X TECNOLOGIA INTEGRADA LTDA. OBJETO: O presente instrumento tem por objeto a Prestação de serviços de manutenção em merenda escolar visando o projeto de inclusão digital, conforme especificações do edital. DOTAÇÃO ORÇAMENTÁRIA: 10.302.0001.2001.33903900. VALOR: R$ 89.000,00.","Educação"
"EXTRATO DE CONTRATO Nº 930/2024 - PROCESSO: PM-882/2023. CONTRATANTE: FUNDO MUNICIPAL DE EDUCAÇÃO. CONTRATADA: SERVIÇOS DE LIMPEZA BRASIL S/A. OBJETO DO CONTRATO: Fornecimento de mobiliário escolar para atender as escolas municipais. VALOR: R$ 345.600,00. PRAZO DE VIGÊNCIA: 12 (doze) meses a partir da assinatura.","Educação"
"MUNICÍPIO - SECRETARIA DE ADMINISTRAÇÃO. EXTRATO DE CONTRATO. Ref. Proc. 112233/2023. PARTES: PREFEITURA MUNICIPAL X ORGANIZAÇÃO SOCIAL ESPERANÇA. OBJETO: O presente instrumento tem por objeto a Locação de equipamentos para kits de robótica para os alunos do ensino fundamental, conforme especificações do edital. DOTAÇÃO ORÇAMENTÁRIA: 10.302.0001.2001.33903900. VALOR: R$ 345.600,00.","Educação"
"TOMADA DE PREÇOS. PROCESSO INSTRUTIVO: 2023/00456. PARTES: FUNDO MUNICIPAL DE EDUCAÇÃO e DISTRIBUIDORA DE MEDICAMENTOS BOA SAÚDE. OBJETO: Prestação de serviços de manutenção em livros literários para a rede pública de ensino. VALOR GLOBAL: R$ 5.600.000,00. FUNDAMENTO LEGAL: art. 75, inciso II, da Lei nº 14.133/21. ASSINATURA: 08/06/2026.","Educação"
"TOMADA DE PREÇOS. PROCESSO INSTRUTIVO: PMSC-098/24. PARTES: SECRETARIA MUNICIPAL DE INFRAESTRUTURA e DISTRIBUIDORA DE MEDICAMENTOS BOA SAÚDE. OBJETO: Fornecimento de uniformes escolares para professores da rede pública. VALOR GLOBAL: R$ 1.250.000,00. FUNDAMENTO LEGAL: art. 25, caput, da Lei 8.666/93. ASSINATURA: 04/07/2026.","Educação"
"TERMO DE RATIFICAÇÃO DE EXTRATO DE REGISTRO DE PREÇOS. Processo Administrativo nº PM-882/2023. Reconheço e ratifico a contratação de COMERCIAL DE ALIMENTOS UNIÃO EIRELI, inscrita no CNPJ sob nº 62.000.000/0001-00. Objeto: Fornecimento de carteiras e cadeiras para as unidades de educação infantil. Valor Estimado: R$ 89.000,00, com base na art. 24, inciso II, da Lei nº 8.666/93.","Educação"
"EXTRATO DE REGISTRO DE PREÇOS. PROCESSO INSTRUTIVO: PMSC-098/24. PARTES: PREFEITURA MUNICIPAL e SERVIÇOS DE LIMPEZA BRASIL S/A. OBJETO: Prestação de serviços de manutenção em carteiras e cadeiras destinados às creches municipais. VALOR GLOBAL: R$ 89.000,00. FUNDAMENTO LEGAL: art. 75, inciso II, da Lei nº 14.133/21. ASSINATURA: 29/05/2026.","Educação"
"PREGÃO ELETRÔNICO. PROCESSO INSTRUTIVO: PMSC-098/24. PARTES: SECRETARIA MUNICIPAL DE INFRAESTRUTURA e SERVIÇOS DE LIMPEZA BRASIL S/A. OBJETO: Fornecimento de kits de robótica para a Secretaria Municipal de Educação. VALOR GLOBAL: R$ 345.600,00. FUNDAMENTO LEGAL: Lei 14.133/2021. ASSINATURA: 26/06/2026.","Educação"
"EXTRATO DE TERMO ADITIVO. PROCESSO INSTRUTIVO: PM-882/2023. PARTES: FUNDO MUNICIPAL DE EDUCAÇÃO e ORGANIZAÇÃO SOCIAL ESPERANÇA. OBJETO: Fornecimento de uniformes escolares visando o projeto de inclusão digital. VALOR GLOBAL: R$ 45.900,00. FUNDAMENTO LEGAL: art. 24, inciso II, da Lei nº 8.666/93. ASSINATURA: 07/05/2026.","Educação"
"EXTRATO DE CONTRATO Nº 497/2024 - PROCESSO: PMSC-098/24. CONTRATANTE: FUNDO MUNICIPAL DE EDUCAÇÃO. CONTRATADA: ORGANIZAÇÃO SOCIAL ESPERANÇA. OBJETO DO CONTRATO: Prestação de serviços de manutenção em notebooks e Chromebooks visando o projeto de inclusão digital. VALOR: R$ 45.900,00. PRAZO DE VIGÊNCIA: 12 (doze) meses a partir da assinatura.","Educação"
"DISPENSA DE LICITAÇÃO. PROCESSO INSTRUTIVO: 112233/2023. PARTES: MUNICÍPIO DE SÃO JOSÉ DOS CAMPOS e DISTRIBUIDORA DE MEDICAMENTOS BOA SAÚDE. OBJETO: Prestação de serviços de manutenção em equipamentos para laboratório para a rede pública de ensino. VALOR GLOBAL: R$ 45.900,00. FUNDAMENTO LEGAL: art. 75, inciso II, da Lei nº 14.133/21. ASSINATURA: 24/05/2026.","Educação"
"TERMO DE RATIFICAÇÃO DE INEXIGIBILIDADE DE LICITAÇÃO. Processo Administrativo nº PMSC-098/24. Reconheço e ratifico a contratação de DISTRIBUIDORA DE MEDICAMENTOS BOA SAÚDE, inscrita no CNPJ sob nº 19.000.000/0001-00. Objeto: Prestação de serviços de manutenção em uniformes escolares para a Secretaria Municipal de Educação. Valor Estimado: R$ 15.400,00, com base na art. 24, inciso II, da Lei nº 8.666/93.","Educação"
"TERMO DE RATIFICAÇÃO DE AVISO DE LICITAÇÃO. Processo Administrativo nº 2024/09812. Reconheço e ratifico a contratação de VIGILÂNCIA E SEGURANÇA PATRIMONIAL LTDA, inscrita no CNPJ sob nº 69.000.000/0001-00. Objeto: Contratação de empresa para fornecimento de merenda escolar para os alunos do ensino fundamental. Valor Estimado: R$ 45.900,00, com base na art. 25, caput, da Lei 8.666/93.","Educação"
"TOMADA DE PREÇOS Nº 447/2024 - PROCESSO: 2023/00456. CONTRATANTE: FUNDO MUNICIPAL DE EDUCAÇÃO. CONTRATADA: SERVIÇOS DE LIMPEZA BRASIL S/A. OBJETO DO CONTRATO: Fornecimento de livros literários para atender as escolas municipais. VALOR: R$ 15.400,00. PRAZO DE VIGÊNCIA: 12 (doze) meses a partir da assinatura.","Educação"
"MUNICÍPIO - SECRETARIA DE ADMINISTRAÇÃO. AVISO DE LICITAÇÃO. Ref. Proc. PMSC-098/24. PARTES: SECRETARIA MUNICIPAL DE INFRAESTRUTURA X SERVIÇOS DE LIMPEZA BRASIL S/A. OBJETO: O presente instrumento tem por objeto a Registro de preços para aquisição de carteiras e cadeiras para a rede pública de ensino, conforme especificações do edital. DOTAÇÃO ORÇAMENTÁRIA: 10.302.0001.2001.33903900. VALOR: R$ 210.000,00.","Educação"
"EXTRATO DE TERMO ADITIVO Nº 199/2024 - PROCESSO: PM-882/2023. CONTRATANTE: FUNDO MUNICIPAL DE EDUCAÇÃO. CONTRATADA: DISTRIBUIDORA DE MEDICAMENTOS BOA SAÚDE. OBJETO DO CONTRATO: Registro de preços para aquisição de materiais didáticos visando o projeto de inclusão digital. VALOR: R$ 15.400,00. PRAZO DE VIGÊNCIA: 12 (doze) meses a partir da assinatura.","Educação"
"EXTRATO DE CONTRATO. PROCESSO INSTRUTIVO: 2024/09812. PARTES: FUNDO MUNICIPAL DE EDUCAÇÃO e COMERCIAL DE ALIMENTOS UNIÃO EIRELI. OBJETO: Aquisição de mobiliário escolar para os alunos do ensino fundamental. VALOR GLOBAL: R$ 345.600,00. FUNDAMENTO LEGAL: art. 24, inciso II, da Lei nº 8.666/93. ASSINATURA: 06/06/2026.","Educação"
"EXTRATO DE CONTRATO Nº 733/2024 - PROCESSO: 0012.0034/2024. CONTRATANTE: PREFEITURA MUNICIPAL. CONTRATADA: DISTRIBUIDORA DE MEDICAMENTOS BOA SAÚDE. OBJETO DO CONTRATO: Contratação de empresa para fornecimento de materiais didáticos para atender as escolas municipais. VALOR: R$ 210.000,00. PRAZO DE VIGÊNCIA: 12 (doze) meses a partir da assinatura.","Educação"
"MUNICÍPIO - SECRETARIA DE ADMINISTRAÇÃO. DISPENSA DE LICITAÇÃO. Ref. Proc. PM-882/2023. PARTES: PREFEITURA MUNICIPAL X VIGILÂNCIA E SEGURANÇA PATRIMONIAL LTDA. OBJETO: O presente instrumento tem por objeto a Aquisição de aluguel social para a população em situação de rua, conforme especificações do edital. DOTAÇÃO ORÇAMENTÁRIA: 10.302.0001.2001.33903900. VALOR: R$ 5.600.000,00.","Assistência Social"
"MUNICÍPIO - SECRETARIA DE ADMINISTRAÇÃO. TOMADA DE PREÇOS. Ref. Proc. PMSC-098/24. PARTES: FUNDO MUNICIPAL DE SAÚDE X COMERCIAL DE ALIMENTOS UNIÃO EIRELI. OBJETO: O presente instrumento tem por objeto a Registro de preços para o fornecimento de refeições para população em situação de rua visando o enfrentamento da pobreza, conforme especificações do edital. DOTAÇÃO ORÇAMENTÁRIA: 10.302.0001.2001.33903900. VALOR: R$ 45.900,00.","Assistência Social"
"TERMO DE RATIFICAÇÃO DE EXTRATO DE REGISTRO DE PREÇOS. Processo Administrativo nº PMSC-098/24. Reconheço e ratifico a contratação de COMERCIAL DE ALIMENTOS UNIÃO EIRELI, inscrita no CNPJ sob nº 93.000.000/0001-00. Objeto: Locação de espaço para aluguel social atendendo ao Centro de Referência de Assistência Social (CRAS). Valor Estimado: R$ 45.900,00, com base na art. 24, inciso II, da Lei nº 8.666/93.","Assistência Social"
"EXTRATO DE TERMO ADITIVO. PROCESSO INSTRUTIVO: 112233/2023. PARTES: PREFEITURA MUNICIPAL e VIGILÂNCIA E SEGURANÇA PATRIMONIAL LTDA. OBJETO: Aquisição de aluguel social para o Fundo Municipal de Assistência Social. VALOR GLOBAL: R$ 89.000,00. FUNDAMENTO LEGAL: art. 24, inciso II, da Lei nº 8.666/93. ASSINATURA: 29/06/2026.","Assistência Social"
"TOMADA DE PREÇOS. PROCESSO INSTRUTIVO: 2024/09812. PARTES: FUNDO MUNICIPAL DE SAÚDE e ORGANIZAÇÃO SOCIAL ESPERANÇA. OBJETO: Registro de preços para o fornecimento de fraldas geriátricas para famílias em situação de vulnerabilidade. VALOR GLOBAL: R$ 1.250.000,00. FUNDAMENTO LEGAL: art. 75, inciso II, da Lei nº 14.133/21. ASSINATURA: 01/07/2026.","Assistência Social"
"TERMO DE RATIFICAÇÃO DE EXTRATO DE CONTRATO. Processo Administrativo nº PM-882/2023. Reconheço e ratifico a contratação de VIGILÂNCIA E SEGURANÇA PATRIMONIAL LTDA, inscrita no CNPJ sob nº 96.000.000/0001-00. Objeto: Prestação de serviços urnas funerárias para famílias em situação de vulnerabilidade. Valor Estimado: R$ 1.250.000,00, com base na art. 24, inciso II, da Lei nº 8.666/93.","Assistência Social"
"INEXIGIBILIDADE DE LICITAÇÃO Nº 871/2024 - PROCESSO: PM-882/2023. CONTRATANTE: FUNDO MUNICIPAL DE SAÚDE. CONTRATADA: VIGILÂNCIA E SEGURANÇA PATRIMONIAL LTDA. OBJETO DO CONTRATO: Aquisição de cestas básicas para o Fundo Municipal de Assistência Social. VALOR: R$ 1.250.000,00. PRAZO DE VIGÊNCIA: 12 (doze) meses a partir da assinatura.","Assistência Social"
"TOMADA DE PREÇOS. PROCESSO INSTRUTIVO: 2023/00456. PARTES: FUNDO MUNICIPAL DE SAÚDE e COMERCIAL DE ALIMENTOS UNIÃO EIRELI. OBJETO: Fornecimento de atendimento psicossocial para o Fundo Municipal de Assistência Social. VALOR GLOBAL: R$ 1.250.000,00. FUNDAMENTO LEGAL: art. 25, caput, da Lei 8.666/93. ASSINATURA: 30/04/2026.","Assistência Social"
"MUNICÍPIO - SECRETARIA DE ADMINISTRAÇÃO. TOMADA DE PREÇOS. Ref. Proc. 2023/00456. PARTES: FUNDO MUNICIPAL DE EDUCAÇÃO X SERVIÇOS DE LIMPEZA BRASIL S/A. OBJETO: O presente instrumento tem por objeto a Contratação de organização da sociedade civil para gestão de abrigo institucional para o centro de convivência da juventude, conforme especificações do edital. DOTAÇÃO ORÇAMENTÁRIA: 10.302.0001.2001.33903900. VALOR: R$ 15.400,00.","Assistência Social"
"TERMO DE RATIFICAÇÃO DE EXTRATO DE CONTRATO. Processo Administrativo nº 112233/2023. Reconheço e ratifico a contratação de SERVIÇOS DE LIMPEZA BRASIL S/A, inscrita no CNPJ sob nº 34.000.000/0001-00. Objeto: Fornecimento de gestão de abrigo institucional para o Fundo Municipal de Assistência Social. Valor Estimado: R$ 89.000,00, com base na Lei 14.133/2021.","Assistência Social"
"MUNICÍPIO - SECRETARIA DE ADMINISTRAÇÃO. EXTRATO DE REGISTRO DE PREÇOS. Ref. Proc. 2023/00456. PARTES: MUNICÍPIO DE SÃO JOSÉ DOS CAMPOS X TECNOLOGIA INTEGRADA LTDA. OBJETO: O presente instrumento tem por objeto a Contratação de organização da sociedade civil para kits de higiene pessoal visando o enfrentamento da pobreza, conforme especificações do edital. DOTAÇÃO ORÇAMENTÁRIA: 10.302.0001.2001.33903900. VALOR: R$ 45.900,00.","Assistência Social"
"MUNICÍPIO - SECRETARIA DE ADMINISTRAÇÃO. EXTRATO DE CONTRATO. Ref. Proc. PM-882/2023. PARTES: SECRETARIA MUNICIPAL DE INFRAESTRUTURA X ORGANIZAÇÃO SOCIAL ESPERANÇA. OBJETO: O presente instrumento tem por objeto a Contratação de organização da sociedade civil para atendimento psicossocial para a população em situação de rua, conforme especificações do edital. DOTAÇÃO ORÇAMENTÁRIA: 10.302.0001.2001.33903900. VALOR: R$ 45.900,00.","Assistência Social"
"INEXIGIBILIDADE DE LICITAÇÃO. PROCESSO INSTRUTIVO: PMSC-098/24. PARTES: FUNDO MUNICIPAL DE SAÚDE e CONSTRUTORA ALPHA LTDA. OBJETO: Aquisição de fraldas geriátricas para a população em situação de rua. VALOR GLOBAL: R$ 1.250.000,00. FUNDAMENTO LEGAL: art. 25, caput, da Lei 8.666/93. ASSINATURA: 22/06/2026.","Assistência Social"
"EXTRATO DE TERMO ADITIVO. PROCESSO INSTRUTIVO: 0012.0034/2024. PARTES: FUNDO MUNICIPAL DE SAÚDE e TECNOLOGIA INTEGRADA LTDA. OBJETO: Aquisição de kits de higiene pessoal para a população em situação de rua. VALOR GLOBAL: R$ 345.600,00. FUNDAMENTO LEGAL: art. 75, inciso II, da Lei nº 14.133/21. ASSINATURA: 14/07/2026.","Assistência Social"
"EXTRATO DE REGISTRO DE PREÇOS. PROCESSO INSTRUTIVO: 2023/00456. PARTES: PREFEITURA MUNICIPAL e CONSTRUTORA ALPHA LTDA. OBJETO: Fornecimento de fraldas geriátricas visando o enfrentamento da pobreza. VALOR GLOBAL: R$ 345.600,00. FUNDAMENTO LEGAL: art. 24, inciso II, da Lei nº 8.666/93. ASSINATURA: 27/07/2026.","Assistência Social"
"EXTRATO DE CONTRATO Nº 895/2024 - PROCESSO: PM-882/2023. CONTRATANTE: FUNDO MUNICIPAL DE EDUCAÇÃO. CONTRATADA: ORGANIZAÇÃO SOCIAL ESPERANÇA. OBJETO DO CONTRATO: Registro de preços para o fornecimento de gestão de abrigo institucional para o Fundo Municipal de Assistência Social. VALOR: R$ 345.600,00. PRAZO DE VIGÊNCIA: 12 (doze) meses a partir da assinatura.","Assistência Social"
"INEXIGIBILIDADE DE LICITAÇÃO Nº 641/2024 - PROCESSO: 0012.0034/2024. CONTRATANTE: SECRETARIA MUNICIPAL DE INFRAESTRUTURA. CONTRATADA: VIGILÂNCIA E SEGURANÇA PATRIMONIAL LTDA. OBJETO DO CONTRATO: Locação de espaço para aluguel social para o Fundo Municipal de Assistência Social. VALOR: R$ 345.600,00. PRAZO DE VIGÊNCIA: 12 (doze) meses a partir da assinatura.","Assistência Social"
"AVISO DE LICITAÇÃO. PROCESSO INSTRUTIVO: 0012.0034/2024. PARTES: MUNICÍPIO DE SÃO JOSÉ DOS CAMPOS e COMERCIAL DE ALIMENTOS UNIÃO EIRELI. OBJETO: Prestação de serviços aluguel social para idosos do asilo municipal. VALOR GLOBAL: R$ 345.600,00. FUNDAMENTO LEGAL: art. 24, inciso II, da Lei nº 8.666/93. ASSINATURA: 13/06/2026.","Assistência Social"
"PREGÃO ELETRÔNICO. PROCESSO INSTRUTIVO: 112233/2023. PARTES: SECRETARIA MUNICIPAL DE INFRAESTRUTURA e SERVIÇOS DE LIMPEZA BRASIL S/A. OBJETO: Aquisição de refeições para população em situação de rua atendendo ao Centro de Referência de Assistência Social (CRAS). VALOR GLOBAL: R$ 5.600.000,00. FUNDAMENTO LEGAL: art. 25, caput, da Lei 8.666/93. ASSINATURA: 18/07/2026.","Assistência Social"
"EXTRATO DE TERMO ADITIVO. PROCESSO INSTRUTIVO: 2024/09812. PARTES: MUNICÍPIO DE SÃO JOSÉ DOS CAMPOS e COMERCIAL DE ALIMENTOS UNIÃO EIRELI. OBJETO: Contratação de organização da sociedade civil para refeições para população em situação de rua atendendo ao Centro de Referência de Assistência Social (CRAS). VALOR GLOBAL: R$ 1.250.000,00. FUNDAMENTO LEGAL: Lei 14.133/2021. ASSINATURA: 28/07/2026.","Assistência Social"
"EXTRATO DE REGISTRO DE PREÇOS Nº 471/2024 - PROCESSO: 2023/00456. CONTRATANTE: FUNDO MUNICIPAL DE SAÚDE. CONTRATADA: SERVIÇOS DE LIMPEZA BRASIL S/A. OBJETO DO CONTRATO: Locação de espaço para refeições para população em situação de rua visando o enfrentamento da pobreza. VALOR: R$ 5.600.000,00. PRAZO DE VIGÊNCIA: 12 (doze) meses a partir da assinatura.","Assistência Social"
"AVISO DE LICITAÇÃO. PROCESSO INSTRUTIVO: 112233/2023. PARTES: PREFEITURA MUNICIPAL e TECNOLOGIA INTEGRADA LTDA. OBJETO: Contratação de organização da sociedade civil para fraldas geriátricas para famílias em situação de vulnerabilidade. VALOR GLOBAL: R$ 89.000,00. FUNDAMENTO LEGAL: art. 24, inciso II, da Lei nº 8.666/93. ASSINATURA: 29/06/2026.","Assistência Social"
"PREGÃO ELETRÔNICO Nº 860/2024 - PROCESSO: PM-882/2023. CONTRATANTE: MUNICÍPIO DE SÃO JOSÉ DOS CAMPOS. CONTRATADA: ORGANIZAÇÃO SOCIAL ESPERANÇA. OBJETO DO CONTRATO: Fornecimento de oficinas profissionalizantes para a população em situação de rua. VALOR: R$ 45.900,00. PRAZO DE VIGÊNCIA: 12 (doze) meses a partir da assinatura.","Assistência Social"
"EXTRATO DE TERMO ADITIVO Nº 379/2024 - PROCESSO: PM-882/2023. CONTRATANTE: FUNDO MUNICIPAL DE SAÚDE. CONTRATADA: VIGILÂNCIA E SEGURANÇA PATRIMONIAL LTDA. OBJETO DO CONTRATO: Locação de espaço para cestas básicas para famílias em situação de vulnerabilidade. VALOR: R$ 15.400,00. PRAZO DE VIGÊNCIA: 12 (doze) meses a partir da assinatura.","Assistência Social"
"TERMO DE RATIFICAÇÃO DE DISPENSA DE LICITAÇÃO. Processo Administrativo nº 2023/00456. Reconheço e ratifico a contratação de SERVIÇOS DE LIMPEZA BRASIL S/A, inscrita no CNPJ sob nº 56.000.000/0001-00. Objeto: Fornecimento de cestas básicas em caráter de benefício eventual. Valor Estimado: R$ 15.400,00, com base na art. 25, caput, da Lei 8.666/93.","Assistência Social"
"TOMADA DE PREÇOS. PROCESSO INSTRUTIVO: 2023/00456. PARTES: PREFEITURA MUNICIPAL e COMERCIAL DE ALIMENTOS UNIÃO EIRELI. OBJETO: Prestação de serviços atendimento psicossocial para o centro de convivência da juventude. VALOR GLOBAL: R$ 210.000,00. FUNDAMENTO LEGAL: art. 75, inciso II, da Lei nº 14.133/21. ASSINATURA: 22/07/2026.","Assistência Social"
"INEXIGIBILIDADE DE LICITAÇÃO. PROCESSO INSTRUTIVO: 0012.0034/2024. PARTES: FUNDO MUNICIPAL DE SAÚDE e ORGANIZAÇÃO SOCIAL ESPERANÇA. OBJETO: Prestação de serviços fraldas geriátricas para famílias em situação de vulnerabilidade. VALOR GLOBAL: R$ 45.900,00. FUNDAMENTO LEGAL: art. 24, inciso II, da Lei nº 8.666/93. ASSINATURA: 01/08/2026.","Assistência Social"
"DISPENSA DE LICITAÇÃO. PROCESSO INSTRUTIVO: 2024/09812. PARTES: FUNDO MUNICIPAL DE EDUCAÇÃO e COMERCIAL DE ALIMENTOS UNIÃO EIRELI. OBJETO: Prestação de serviços cobertores e roupas de frio para idosos do asilo municipal. VALOR GLOBAL: R$ 89.000,00. FUNDAMENTO LEGAL: art. 24, inciso II, da Lei nº 8.666/93. ASSINATURA: 24/06/2026.","Assistência Social"
"EXTRATO DE CONTRATO. PROCESSO INSTRUTIVO: 112233/2023. PARTES: PREFEITURA MUNICIPAL e DISTRIBUIDORA DE MEDICAMENTOS BOA SAÚDE. OBJETO: Fornecimento de kits de higiene pessoal visando o enfrentamento da pobreza. VALOR GLOBAL: R$ 5.600.000,00. FUNDAMENTO LEGAL: Lei 14.133/2021. ASSINATURA: 12/05/2026.","Assistência Social"
"EXTRATO DE TERMO ADITIVO. PROCESSO INSTRUTIVO: 2024/09812. PARTES: SECRETARIA MUNICIPAL DE INFRAESTRUTURA e ORGANIZAÇÃO SOCIAL ESPERANÇA. OBJETO: Locação de espaço para refeições para população em situação de rua para o centro de convivência da juventude. VALOR GLOBAL: R$ 45.900,00. FUNDAMENTO LEGAL: Lei 14.133/2021. ASSINATURA: 23/07/2026.","Assistência Social"
"MUNICÍPIO - SECRETARIA DE ADMINISTRAÇÃO. PREGÃO ELETRÔNICO. Ref. Proc. PM-882/2023. PARTES: FUNDO MUNICIPAL DE SAÚDE X COMERCIAL DE ALIMENTOS UNIÃO EIRELI. OBJETO: O presente instrumento tem por objeto a Registro de preços para o fornecimento de cestas básicas em caráter de benefício eventual, conforme especificações do edital. DOTAÇÃO ORÇAMENTÁRIA: 10.302.0001.2001.33903900. VALOR: R$ 210.000,00.","Assistência Social"
"AVISO DE LICITAÇÃO Nº 991/2024 - PROCESSO: 2023/00456. CONTRATANTE: FUNDO MUNICIPAL DE EDUCAÇÃO. CONTRATADA: SERVIÇOS DE LIMPEZA BRASIL S/A. OBJETO DO CONTRATO: Prestação de serviços urnas funerárias para idosos do asilo municipal. VALOR: R$ 89.000,00. PRAZO DE VIGÊNCIA: 12 (doze) meses a partir da assinatura.","Assistência Social"
"MUNICÍPIO - SECRETARIA DE ADMINISTRAÇÃO. EXTRATO DE REGISTRO DE PREÇOS. Ref. Proc. PMSC-098/24. PARTES: FUNDO MUNICIPAL DE SAÚDE X VIGILÂNCIA E SEGURANÇA PATRIMONIAL LTDA. OBJETO: O presente instrumento tem por objeto a Contratação de organização da sociedade civil para cestas básicas para a população em situação de rua, conforme especificações do edital. DOTAÇÃO ORÇAMENTÁRIA: 10.302.0001.2001.33903900. VALOR: R$ 1.250.000,00.","Assistência Social"
"TERMO DE RATIFICAÇÃO DE INEXIGIBILIDADE DE LICITAÇÃO. Processo Administrativo nº 2023/00456. Reconheço e ratifico a contratação de COMERCIAL DE ALIMENTOS UNIÃO EIRELI, inscrita no CNPJ sob nº 69.000.000/0001-00. Objeto: Fornecimento de cobertores e roupas de frio atendendo ao Centro de Referência de Assistência Social (CRAS). Valor Estimado: R$ 210.000,00, com base na Lei 14.133/2021.","Assistência Social"
"INEXIGIBILIDADE DE LICITAÇÃO. PROCESSO INSTRUTIVO: 112233/2023. PARTES: FUNDO MUNICIPAL DE EDUCAÇÃO e TECNOLOGIA INTEGRADA LTDA. OBJETO: Contratação de organização da sociedade civil para refeições para população em situação de rua para o centro de convivência da juventude. VALOR GLOBAL: R$ 345.600,00. FUNDAMENTO LEGAL: Lei 14.133/2021. ASSINATURA: 28/05/2026.","Assistência Social"
"MUNICÍPIO - SECRETARIA DE ADMINISTRAÇÃO. INEXIGIBILIDADE DE LICITAÇÃO. Ref. Proc. 0012.0034/2024. PARTES: FUNDO MUNICIPAL DE EDUCAÇÃO X VIGILÂNCIA E SEGURANÇA PATRIMONIAL LTDA. OBJETO: O presente instrumento tem por objeto a Locação de espaço para cobertores e roupas de frio para o centro de convivência da juventude, conforme especificações do edital. DOTAÇÃO ORÇAMENTÁRIA: 10.302.0001.2001.33903900. VALOR: R$ 45.900,00.","Assistência Social"
"MUNICÍPIO - SECRETARIA DE ADMINISTRAÇÃO. AVISO DE LICITAÇÃO. Ref. Proc. 0012.0034/2024. PARTES: MUNICÍPIO DE SÃO JOSÉ DOS CAMPOS X VIGILÂNCIA E SEGURANÇA PATRIMONIAL LTDA. OBJETO: O presente instrumento tem por objeto a Locação de espaço para gestão de abrigo institucional para o Fundo Municipal de Assistência Social, conforme especificações do edital. DOTAÇÃO ORÇAMENTÁRIA: 10.302.0001.2001.33903900. VALOR: R$ 15.400,00.","Assistência Social"
"MUNICÍPIO - SECRETARIA DE ADMINISTRAÇÃO. TOMADA DE PREÇOS. Ref. Proc. PMSC-098/24. PARTES: FUNDO MUNICIPAL DE SAÚDE X TECNOLOGIA INTEGRADA LTDA. OBJETO: O presente instrumento tem por objeto a Prestação de serviços refeições para população em situação de rua para o centro de convivência da juventude, conforme especificações do edital. DOTAÇÃO ORÇAMENTÁRIA: 10.302.0001.2001.33903900. VALOR: R$ 1.250.000,00.","Assistência Social"
"INEXIGIBILIDADE DE LICITAÇÃO Nº 140/2024 - PROCESSO: PMSC-098/24. CONTRATANTE: PREFEITURA MUNICIPAL. CONTRATADA: TECNOLOGIA INTEGRADA LTDA. OBJETO DO CONTRATO: Prestação de serviços fraldas geriátricas para idosos do asilo municipal. VALOR: R$ 45.900,00. PRAZO DE VIGÊNCIA: 12 (doze) meses a partir da assinatura.","Assistência Social"
"MUNICÍPIO - SECRETARIA DE ADMINISTRAÇÃO. EXTRATO DE TERMO ADITIVO. Ref. Proc. 2023/00456. PARTES: FUNDO MUNICIPAL DE SAÚDE X TECNOLOGIA INTEGRADA LTDA. OBJETO: O presente instrumento tem por objeto a Fornecimento de fraldas geriátricas em caráter de benefício eventual, conforme especificações do edital. DOTAÇÃO ORÇAMENTÁRIA: 10.302.0001.2001.33903900. VALOR: R$ 15.400,00.","Assistência Social"
